entityid,userid,cate1,cate2,cate3,ctime,actiontype,usertag1,usertag2,usertag3,label
155798,a0000070cb1379,8512,168,null,1616071987816,KVtagclick,155798,155799,null,1
155680,c500624422f1f12f173c7d5dcadafdef68f047fc,8512,95,null,1616041206244,KVtagclick,6131,155680,null,1
1771,a00000874d6b6b,26510,156,null,1616027509406,KVtagclick,1771,null,null,1
150510,40a805e35eca0fa9,8512,95,null,1616067634702,KVtagclick,150510,null,null,1
155799,a0000070cb1379,8512,168,null,1616071961944,KVtagclick,155798,155799,null,1
155684,b188d7bbd7f1ab37,8512,95,null,1616031823989,KVtagclick,6131,155684,null,1
6131,c500624422f1f12f173c7d5dcadafdef68f047fc,8512,95,null,1616041338450,KVtagclick,6131,155680,null,1
24696,866356041629170,26509,611,null,1616043604360,KVtagclick,24696,null,null,1
24554,862505045236812,8512,96,null,1616054969333,KVtagclick,147176,24554,null,1
147176,862505045236812,8512,96,null,1616055031405,KVtagclick,147176,24554,null,1
6131,b188d7bbd7f1ab37,8512,95,null,1616031837903,KVtagclick,6131,155684,null,1
24750,869887049481096,8512,95,null,1615486799738,KVtagclick,24750,null,null,1
46220,866444040842638,26510,156,null,1615550200134,KVtagclick,46220,null,null,1
5900,869989044761124,8512,95,null,1615509301416,KVtagclick,5900,null,null,1
6366,b018b36f3aa06911c96b7dee096c822252ccd847,8512,168,null,1615486827646,KVtagclick,6366,null,null,1
6366,869838043055212,8512,168,null,1615514025096,KVtagclick,6366,null,null,1
155623,0e7f9ba8bfb4f19911f1a09281dbb553bc2e5c0c,8512,96,null,1615504661804,KVtagclick,1000,157104,147176,1
155684,584e5055c404c2f3,8512,95,null,1615528083393,KVtagclick,155684,null,null,1
5420,861680047134538,8512,95,null,1615560430884,KVtagclick,5420,5740,null,1
6131,b3e317e3c7b50893,8512,95,null,1615549260585,KVtagclick,6131,null,null,1
34750,865320043215058,26509,609,null,1615511243011,KVtagclick,34750,null,null,1
5740,861680047134538,8512,95,null,1615560420217,KVtagclick,5420,5740,null,1
155679,5509f98beb58b45e,8512,95,null,1615508091806,KVtagclick,155679,null,null,1
24474,3c92096cb2e430f9,8512,203,null,1615545043089,KVtagclick,24405,24474,null,1
6445,9ec5ba72f075ed03,8512,95,null,1615534375794,KVtagclick,150510,155679,150495,1
155684,3df8b525738d2af1,8512,95,null,1615563014066,KVtagclick,155684,null,null,1
150482,4ba311dacff90d03e5ce0d8c25557d49f5eee057,8512,95,null,1615517112153,KVtagclick,150482,null,null,1
5420,4e96a64fcbd699449a58f8dd91d165ae997565f7,8512,95,null,1615531256224,KVtagclick,5420,null,null,1
155679,caaa19935240c0f8,8512,95,null,1616041101225,KVtagclick,155679,null,null,1
150482,866328042312551,8512,95,null,1616044980380,KVtagclick,86858,150482,null,1
7171,865463032980439,8512,203,null,1616020781219,KVtagclick,7171,null,null,1
5900,22fc23097df9339315527682c447445e80128dfa,8512,95,null,1615997600412,KVtagclick,5900,null,null,1
24732,868299031014268,8512,168,null,1616053290260,KVtagclick,24732,null,null,1
5420,443d24642b423f9b1cded1b1a03c3c5c55c00071,8512,95,null,1616059141218,KVtagclick,5420,128688,null,1
636,41b1c8eea0b03335,8512,96,null,1616047145919,KVtagclick,636,null,null,1
6555,2b10753253a68aea,8512,95,null,1616074043601,KVtagclick,6555,150482,null,1
150510,869750034539676,8512,95,null,1616021364457,KVtagclick,150510,null,null,1
24480,864168035850239,8512,203,null,1616045498502,KVtagclick,24480,null,null,1
24751,764cd4bde1ea539f,8512,95,null,1616061051580,KVtagclick,24751,155684,null,1
86858,866328042312551,8512,95,null,1616045003253,KVtagclick,86858,150482,null,1
150510,866987046251634,8512,95,null,1616065118939,KVtagclick,150510,null,null,1
5900,867746041721994,8512,95,null,1616036840326,KVtagclick,5900,null,null,1
128688,b0aa909f498b228f5b5f7e41faf6b8f6f12450fd,8512,95,null,1616059411191,KVtagclick,128688,null,null,1
155685,869979036685399,8512,95,null,1616049265130,KVtagclick,155685,null,null,1
150482,2b10753253a68aea,8512,95,null,1616073913032,KVtagclick,6555,150482,null,1
143817,95eee6a2c7e27347c2774568fd04ea8a8484eff9,8512,168,null,1616079198192,KVtagclick,143817,null,null,1
128688,443d24642b423f9b1cded1b1a03c3c5c55c00071,8512,95,null,1616059085883,KVtagclick,5420,128688,null,1
6131,869280040988519,8512,95,null,1616060530801,KVtagclick,6131,null,null,1
41158,62497c5204b7138b0d57f919c84ccbbc0c6c3dea,832,23004,null,1615797074805,KVtagclick,46552,41158,41155,1
41182,866699038882819,70124,246,758,1615775904783,KVtagclick,41182,null,null,1
41155,62497c5204b7138b0d57f919c84ccbbc0c6c3dea,832,23004,null,1615794435728,KVtagclick,46552,41158,41155,1
48752,863558045623330,26508,37862,null,1615795701796,KVtagclick,48752,null,null,1
44780,dd1ce63e985c4b55,92,39257,null,1615790553454,KVtagclick,44780,null,null,1
47287,867442038667552,92,14326,null,1615800624991,KVtagclick,47287,null,null,1
46552,62497c5204b7138b0d57f919c84ccbbc0c6c3dea,832,23004,null,1615797062532,KVtagclick,46552,41158,41155,1
89218,1fac5b28f6303215,8512,168,null,1615807885928,KVtagclick,89218,null,null,1
41182,869317032531699,70124,246,null,1615804329968,KVtagclick,41182,null,null,1
41158,62497c5204b7138b0d57f919c84ccbbc0c6c3dea,832,23004,null,1615794404688,KVtagclick,46552,41158,41155,1
46552,62497c5204b7138b0d57f919c84ccbbc0c6c3dea,832,23004,null,1615794444395,KVtagclick,46552,41158,41155,1
71673,866510033981714,26510,23087,null,1615739217128,KVtagclick,71673,null,null,1
71673,866510033981714,26510,23087,null,1615739366740,KVtagclick,71673,null,null,1
68683,869885046045518,8703,133,null,1615773619418,KVtagclick,68683,null,null,1
41155,62497c5204b7138b0d57f919c84ccbbc0c6c3dea,832,23004,null,1615797070384,KVtagclick,46552,41158,41155,1
155623,865586022833448,8512,96,null,1615502865079,KVtagclick,155623,null,null,1
6131,868873040400914,8512,95,null,1615513381782,KVtagclick,6131,null,null,1
86858,869246031616021,8512,95,null,1615551561016,KVtagclick,150510,86858,5725,1
5725,66da35bfa943b954,8512,95,null,1615524330548,KVtagclick,127112,5725,null,1
150484,2fe67d97ccf80b2c,8512,95,null,1615528108365,KVtagclick,150484,null,null,1
86858,869705047664382,8512,95,null,1615540581220,KVtagclick,86858,null,null,1
150482,868403035530622,8512,95,null,1615501427556,KVtagclick,150482,null,null,1
150510,868393035042712,8512,95,null,1615493842021,KVtagclick,150510,null,null,1
127112,66da35bfa943b954,8512,95,null,1615523867810,KVtagclick,127112,5725,null,1
155623,3917d6b16f98304a,8512,96,null,1615542719909,KVtagclick,155623,null,null,1
528,8d6cbe9c25872a3c78ea0a877ae707612441c019,8512,96,null,1615513755169,KVtagclick,528,null,null,1
147176,8caff7e0bd85693c34ad1b9d26feba9b1f279a02,8512,96,null,1615528067140,KVtagclick,147176,null,null,1
5725,869246031616021,8512,95,null,1615551933665,KVtagclick,150510,86858,5725,1
1381,006acc77f5fb2f68,26510,156,null,1615525735850,KVtagclick,1381,null,null,1
29604,30aa04eab620d7d36a299a16deb22ae55c0bc640,8512,111,null,1561624937489,KVtagclick,29604,null,null,1
34748,9f0975990b60e52b,26509,611,null,1615506620205,KVtagclick,34748,null,null,1
5900,d395727c9dd83586,8512,95,null,1616051349472,KVtagclick,5900,null,null,1
155098,2d7119374be8cb19,26509,609,null,1616018940656,KVtagclick,27554,155112,155098,1
155580,128e24783b70db88,26509,609,null,1616075284147,KVtagclick,155580,null,null,1
25739,861982048396086,26509,609,null,1616071310210,KVtagclick,25739,null,null,1
30543,753a54f3ade2c93f,26510,156,null,1616017763976,KVtagclick,30543,null,null,1
636,e3afcee4b196196c763c74138110ca57686b2bba,8512,96,null,1615567252003,KVtagclick,636,null,null,1
128688,b3e97fbeed5f54e2,8512,95,null,1616060130946,KVtagclick,128688,null,null,1
155685,868975042724751,8512,95,null,1616026245378,KVtagclick,155685,null,null,1
5420,863791042960930,8512,95,null,1616029347305,KVtagclick,5420,null,null,1
31945,50cf138024eb4f312e2943f443e089077cfd3ec8,26510,156,null,1616060762867,KVtagclick,31945,null,null,1
150510,22b090f8a1675027,8512,95,null,1616045747345,KVtagclick,150510,null,null,1
155684,0ebf4fd30ac5b16b,8512,95,null,1616045331428,KVtagclick,155684,null,null,1
6131,865031035016673,8512,95,null,1616076873225,KVtagclick,6131,null,null,1
155685,02a3721395bbe7a4a451b987bc1ee17ccbd77c7d,8512,95,null,1616032790914,KVtagclick,86858,155685,null,1
528,869172030167271,8512,96,null,1616052213810,KVtagclick,528,null,null,1
20080,609309119f84cdfa,26509,609,null,1616033701791,KVtagclick,20080,null,null,1
24751,105a3d44507ca11ae603bcbe517fd8e9e31c3a6c,8512,95,null,1616064979750,KVtagclick,24751,null,null,1
5420,c52b6e1cb1ced808,8512,95,null,1616041227891,KVtagclick,5420,null,null,1
25518,e444b703b12b2080869b5d738df0753d5bd6e77c,26509,234,null,1616057367094,KVtagclick,25518,null,null,1
155685,f51e3acd237ab4191351ea250f27c6913a6d566e,8512,95,null,1616026544894,KVtagclick,155685,null,null,1
24751,4951637180420543,8512,95,null,1616071863801,KVtagclick,24751,null,null,1
86858,02a3721395bbe7a4a451b987bc1ee17ccbd77c7d,8512,95,null,1616032852295,KVtagclick,86858,155685,null,1
155679,57d9d4a631d62238,8512,95,null,1615552464725,KVtagclick,155679,null,null,1
24491,e2a190f7ca2bfbc799be0965b892a578ffdc43d1,8512,203,null,1615554131151,KVtagclick,24491,null,null,1
6131,6f77dedc0cf5e062,8512,95,null,1615561819609,KVtagclick,6131,null,null,1
127112,ddd82e896833a4f706b06a9217f165dd17fbf787,8512,95,null,1615527807988,KVtagclick,127112,5725,6445,1
5900,56b7961dac9c716a,8512,95,null,1615545478383,KVtagclick,5900,null,null,1
150505,866019033192090,8512,95,null,1615555360449,KVtagclick,150505,null,null,1
5420,5a0c513883938c03,8512,95,null,1615563420811,KVtagclick,5420,null,null,1
6445,ddd82e896833a4f706b06a9217f165dd17fbf787,8512,95,null,1615527820402,KVtagclick,127112,5725,6445,1
86858,3d2c4a6bb0b89647,8512,95,null,1615549187434,KVtagclick,86858,null,null,1
5725,ddd82e896833a4f706b06a9217f165dd17fbf787,8512,95,null,1615527713673,KVtagclick,127112,5725,6445,1
149676,232b38e0fba7c47cceaf40a316d3bf37cda15523,26509,609,null,1615513655227,KVtagclick,149676,null,null,1
155684,ddd82e896833a4f706b06a9217f165dd17fbf787,8512,95,null,1615527662927,KVtagclick,127112,5725,6445,1
45083,eda3ea020190e143,92,14455,null,1615557160879,KVtagclick,45083,null,null,1
155684,866089038679045,8512,95,null,1615549969454,KVtagclick,155684,null,null,1
2299,860981040614083,26510,156,null,1615519785289,KVtagclick,2299,null,null,1
24883,fdc88c7d634324f7,8512,168,null,1615523697895,KVtagclick,24883,null,null,1
5725,860143041953016,8512,95,null,1615541998942,KVtagclick,5725,null,null,1
5900,861063046037269,8512,95,null,1615513289940,KVtagclick,5900,null,null,1
5725,865121032354365,8512,95,null,1615508901650,KVtagclick,5900,5725,null,1
150510,3faa6a3aff6a8927,8512,95,null,1615517316635,KVtagclick,150510,null,null,1
155679,867139044287082,8512,95,null,1615556776028,KVtagclick,150510,155679,null,1
5725,3dcd4bf57547f78e,8512,95,null,1615546433782,KVtagclick,5725,null,null,1
155684,860427042822332,8512,95,null,1615533941892,KVtagclick,155684,null,null,1
148942,863544041073431,8512,95,null,1615548778110,KVtagclick,148942,49265,null,1
155798,7b9273fb89027fb0,8512,168,null,1615515023078,KVtagclick,155798,5725,null,1
5900,860809048161494,8512,95,null,1615534683384,KVtagclick,5900,null,null,1
3252,fb63a0ab484abe79,26510,156,null,1615515597389,KVtagclick,3252,null,null,1
5900,865121032354365,8512,95,null,1615509013160,KVtagclick,5900,5725,null,1
5725,7b9273fb89027fb0,8512,95,null,1615514514068,KVtagclick,155798,5725,null,1
150482,863330040071596,8512,95,null,1615539571554,KVtagclick,155679,150500,73183,1
24867,860299045135131,8512,168,null,1616070227354,KVtagclick,24867,null,null,1
5740,f7942276be76d61f,8512,95,null,1616040913539,KVtagclick,5740,null,null,1
24554,e2c7754288e62c9f,8512,96,null,1616065128270,KVtagclick,24554,null,null,1
25789,1b4310731a496ace,26509,234,null,1616076448060,KVtagclick,25789,null,null,1
6445,cc0ec751959458af,8512,95,null,1616067417113,KVtagclick,6445,null,null,1
155685,dc211e3d163e5cd5,8512,95,null,1616076768687,KVtagclick,6131,155685,null,1
70197,867684045322784,8512,203,null,1616058098259,KVtagclick,79524,24497,70197,1
24765,865581046104512,8512,95,null,1616040374255,KVtagclick,155679,24765,null,1
150510,863348040125519,8512,95,null,1616070384964,KVtagclick,150510,null,null,1
155685,332a54ef45f03a25,8512,95,null,1616046391834,KVtagclick,155685,null,null,1
528,d3eb32d852ec9d4d3526cbf2e7b3257e97e504b2,8512,96,null,1616035159354,KVtagclick,528,null,null,1
47175,195b95af0bd2805d,26508,8537,26800,1615779815685,KVtagclick,47175,27380,null,1
40740,867013030107119,8512,96,null,1615803518085,KVtagclick,40740,null,null,1
27380,195b95af0bd2805d,26508,8537,26800,1615779845227,KVtagclick,47175,27380,null,1
63450,869365033202877,26508,41588,null,1615817842030,KVtagclick,63450,null,null,1
217,776acf5f29552c27,8512,95,null,1615764449036,KVtagclick,217,null,null,1
84015,868661031972920,8703,128,9101,1615772330394,KVtagclick,84015,null,null,1
93447,0a8d7b95864e99eb,8512,314,null,1615812808539,KVtagclick,93447,null,null,1
40222,c18e6bf7dedbf1c9,70124,38,null,1615808018283,KVtagclick,40222,null,null,1
46656,7fe1db069f2e5898,8703,125,null,1615764193927,KVtagclick,3700,96155,46656,1
24819,001c3a9103eddd08,8512,8523,null,1615766761086,KVtagclick,24819,null,null,1
45273,edbfa3ef2769f5ab,92,14326,null,1615814932317,KVtagclick,45273,null,null,1
60906,869979039632869,92,14455,null,1615789716003,KVtagclick,60906,null,null,1
155799,868140042816426,8512,168,null,1615511080114,KVtagclick,155799,null,null,1
150482,864658045416138,8512,95,null,1615521426252,KVtagclick,150482,null,null,1
24930,865034039472538,8512,168,null,1615528821690,KVtagclick,24930,null,null,1
6445,ebd0354176c09ea0,8512,95,null,1615485847214,KVtagclick,6445,155684,null,1
150510,869707035592138,8512,95,null,1615554647643,KVtagclick,150510,null,null,1
150505,e2921f60c4251ab1,8512,95,null,1615554808990,KVtagclick,150505,null,null,1
150510,372106b9083738ed,8512,95,null,1615529494760,KVtagclick,150510,null,null,1
155684,ebd0354176c09ea0,8512,95,null,1615485805174,KVtagclick,6445,155684,null,1
155684,866259043997191,8512,95,null,1615524126706,KVtagclick,155684,null,null,1
150484,85edbcef3d0d9179868982d9cb393ee6e251d0f6,8512,95,null,1615515786201,KVtagclick,150510,150484,null,1
147176,864619047948999,8512,96,null,1615539101977,KVtagclick,147176,null,null,1
6131,6f47f556e98a6d88ce8f9470172eb6759d7200b1,8512,95,null,1615496351196,KVtagclick,6131,null,null,1
150510,a8aa7adc38928d6734643e24d6e3c93d6dc761e3,8512,95,null,1615516969698,KVtagclick,150510,null,null,1
5725,860401048237563,8512,95,null,1615540445050,KVtagclick,155679,5725,null,1
150510,85edbcef3d0d9179868982d9cb393ee6e251d0f6,8512,95,null,1615515845349,KVtagclick,150510,150484,null,1
25491,865830036491821,26509,611,null,1616074608154,KVtagclick,20080,25517,25327,1
150504,868860038756027,8512,95,null,1616031208587,KVtagclick,150504,6131,155679,1
25428,865893041838816,26509,609,null,1616074105154,KVtagclick,25428,24881,null,1
20098,f9a33102abed7e70,26509,609,null,1616073884686,KVtagclick,20098,20096,null,1
636,5f72a668752bef1d,8512,96,null,1616044844288,KVtagclick,636,null,null,1
5725,864646030154806,8512,95,null,1616071864042,KVtagclick,5725,null,null,1
26853,3a6d10363be6b7bd,8512,96,null,1616081937876,KVtagclick,26853,null,null,1
24750,866147040336994,8512,95,null,1616072474292,KVtagclick,24750,null,null,1
6033,869178044213860,8512,95,null,1616073796889,KVtagclick,6033,null,null,1
44562,13421f16ffa20ad8081f9f5d3c49cb63667d4623,26509,609,null,1616029574992,KVtagclick,44562,null,null,1
25517,865830036491821,26509,234,null,1616020474099,KVtagclick,20080,25517,25327,1
155685,460504e9d358a260,8512,95,null,1616038258634,KVtagclick,155685,null,null,1
20080,865830036491821,26509,611,null,1616074283486,KVtagclick,20080,25517,25327,1
20096,f9a33102abed7e70,26509,609,null,1616073921272,KVtagclick,20098,20096,null,1
150510,866173035367612,8512,95,null,1616063285501,KVtagclick,150510,null,null,1
24867,fc6b9f995fca76c7,8512,168,null,1615504041691,KVtagclick,24867,null,null,1
636,477e012a6b25b9f779acc507d4a0a49a41c57353,8512,96,null,1615534976788,KVtagclick,636,null,null,1
150482,868372049525557,8512,95,null,1615522580909,KVtagclick,150482,null,null,1
150482,4668a0bfb08e5dc3,8512,95,null,1615497459063,KVtagclick,150482,null,null,1
5900,e3196dc785b2819b,8512,95,null,1615506152600,KVtagclick,5900,null,null,1
5900,e3196dc785b2819b,8512,95,null,1615505587821,KVtagclick,5900,null,null,1
20098,9a3502c13ead8907e741b46c0de4a47b8feba6cb,26509,609,null,1615527634940,KVtagclick,20098,null,null,1
150527,355085080796081,8512,95,null,1615520311358,KVtagclick,150527,null,null,1
86858,861334041941270,8512,95,null,1615556258297,KVtagclick,86858,null,null,1
150484,9719b8406b17591d,8512,95,null,1615502168248,KVtagclick,150484,null,null,1
6445,864350049246972,8512,95,null,1615529344242,KVtagclick,6445,null,null,1
6131,868214037733142,8512,95,null,1615502546859,KVtagclick,6131,null,null,1
150482,de75896036fa2850,8512,95,null,1615528307762,KVtagclick,5725,150482,null,1
150532,866938039014513,8512,95,null,1615517921730,KVtagclick,150532,null,null,1
24750,869526041608534,8512,95,null,1615535832239,KVtagclick,24750,null,null,1
5725,de75896036fa2850,8512,95,null,1615528410233,KVtagclick,5725,150482,null,1
24883,861374047461766,8512,168,null,1615479248153,KVtagclick,24883,null,null,1
5725,863542041291615,8512,95,null,1615532428204,KVtagclick,5725,null,null,1
6131,869829048873733,8512,95,null,1615484736224,KVtagclick,6131,null,null,1
155684,9dece2fa841d087c820c3a6d5a872501f1c5bc92,8512,95,null,1616080826800,KVtagclick,155684,null,null,1
528,868793032478829,8512,96,null,1616056267329,KVtagclick,528,null,null,1
155684,91176b53a72f7edd,8512,95,null,1616029847041,KVtagclick,155684,null,null,1
155685,1710e91c800994c5,8512,95,null,1616062319021,KVtagclick,5725,155685,null,1
150510,869365032973312,8512,95,null,1616059894808,KVtagclick,150510,34684,null,1
150510,a531f248cfb66e21,8512,95,null,1615998489526,KVtagclick,150510,150532,150484,1
27554,868227042097113,26509,234,null,1615998706700,KVtagclick,27554,null,null,1
150510,864740032525251,8512,95,null,1616049351433,KVtagclick,150510,null,null,1
155684,11b7a68fe518ca4e,8512,95,null,1616056566703,KVtagclick,24751,155684,null,1
150510,63239dad05e9638fd6813466a91f60bfd5d01c42,8512,95,null,1616007406035,KVtagclick,150510,null,null,1
24751,11b7a68fe518ca4e,8512,95,null,1616056588757,KVtagclick,24751,155684,null,1
20098,26915dfcf555c485e5e9d28a04eba8633d41c4bc,26509,609,null,1616078622084,KVtagclick,20098,null,null,1
24491,dd99a8f1bed7e02aadcc426f56eb91ad031f257d,8512,203,null,1616025068155,KVtagclick,24491,null,null,1
3892,3f8774e9533ac5d24d19ced8b42a7ed398ce7a99,26509,611,null,1616041260465,KVtagclick,3892,null,null,1
24930,866918039228073,8512,168,null,1616059733210,KVtagclick,24930,null,null,1
150484,a531f248cfb66e21,8512,95,null,1615998729447,KVtagclick,150510,150532,150484,1
155686,8ef10186aa6d22a2,8512,95,null,1616037442255,KVtagclick,155686,null,null,1
150532,a531f248cfb66e21,8512,95,null,1615998479045,KVtagclick,150510,150532,150484,1
5725,1710e91c800994c5,8512,95,null,1616062342197,KVtagclick,5725,155685,null,1
150510,868477045902195,8512,95,null,1616062989402,KVtagclick,150510,null,null,1
141077,1defc1b20027383c,70124,246,null,1615814258322,KVtagclick,141077,null,null,1
41182,868977044689388,70124,246,null,1615773888794,KVtagclick,41182,null,null,1
40285,28faab4129ec9f25,8512,314,null,1615799002022,KVtagclick,40285,128688,null,1
149462,2bcac10eb10100f2,8512,8523,null,1615762028434,KVtagclick,149462,null,null,1
53259,867557031693048,70124,246,753,1615816240458,KVtagclick,75301,53259,null,1
40251,ae89c986925f9fe1,143,8719,null,1615807316918,KVtagclick,40251,40746,40747,1
112680,a7446c8c26dd4c51,8512,39304,null,1615817062503,KVtagclick,112680,null,null,1
40747,ae89c986925f9fe1,8703,97,null,1615807152247,KVtagclick,40251,40746,40747,1
116697,867899038237753,70124,246,null,1615815112022,KVtagclick,41182,116697,null,1
40745,ae89c986925f9fe1,8703,97,null,1615806956064,KVtagclick,40251,40746,40747,1
40747,ae89c986925f9fe1,8703,97,null,1615807163078,KVtagclick,40251,40746,40747,1
3864,860131048566873,8512,96,null,1615786156053,KVtagclick,3864,null,null,1
40211,ae89c986925f9fe1,8703,97,null,1615807196750,KVtagclick,40251,40746,40747,1
41182,a0000089834662,70124,246,null,1615823671342,KVtagclick,41182,null,null,1
67594,e9298d7b529be78e,8703,34806,null,1615784176898,KVtagclick,78528,67594,null,1
40746,ae89c986925f9fe1,8703,97,null,1615806969946,KVtagclick,40251,40746,40747,1
40749,ae89c986925f9fe1,8703,97,null,1615807086820,KVtagclick,40251,40746,40747,1
41181,865795044868478,70124,246,null,1615810761787,KVtagclick,41181,null,null,1
123718,f4d9f57ee4ffa643,8703,97,null,1615772710606,KVtagclick,123718,null,null,1
6756,866960030121824,8512,95,null,1615794373108,KVtagclick,6756,null,null,1
95957,98e8353f5901297db05a560ba79cc715d7b0a1c8,8512,39304,39306,1615816282533,KVtagclick,95957,null,null,1
41182,867899038237753,70124,246,null,1615813576969,KVtagclick,41182,116697,null,1
149585,860726044879558,26510,8442,null,1615737932041,KVtagclick,149585,null,null,1
78528,e9298d7b529be78e,8703,34806,null,1615784302084,KVtagclick,78528,67594,null,1
75301,867557031693048,70124,246,753,1615816279981,KVtagclick,75301,53259,null,1
40992,d206e958c7559b08,28921,23442,null,1615742365662,KVtagclick,40992,null,null,1
155623,863673043470533,8512,96,null,1615532222575,KVtagclick,155623,null,null,1
5740,864738032550725,8512,95,null,1615560406286,KVtagclick,5740,null,null,1
150510,9890c9af0fe47e47b4843b02d177cfe2c1686b53,8512,95,null,1615494970379,KVtagclick,150510,null,null,1
150527,fa91527c42d36d918d53b99029a16dc9a3350710,8512,95,null,1615511626448,KVtagclick,150527,null,null,1
150510,860218048976325,8512,95,null,1615519524423,KVtagclick,150510,null,null,1
155679,a845905b83e21fcd8fbd207a1cbb905db484e44d,8512,95,null,1615563387406,KVtagclick,155679,null,null,1
155679,a845905b83e21fcd8fbd207a1cbb905db484e44d,8512,95,null,1615558593282,KVtagclick,155679,null,null,1
150510,863861058315038,8512,95,null,1616070925459,KVtagclick,150510,null,null,1
155679,27f74252c5f0406f,8512,95,null,1616025105126,KVtagclick,150510,150504,6131,1
24664,865d62ef1365c037,26509,609,null,1616069494477,KVtagclick,20098,24664,null,1
155684,2c1131f64f37e1a2,8512,95,null,1616047556804,KVtagclick,155684,null,null,1
6131,862766045297879,8512,95,null,1616028586473,KVtagclick,6131,null,null,1
155679,861774049001934,8512,95,null,1616030090514,KVtagclick,155679,null,null,1
150510,867278044926073,8512,95,null,1616046706007,KVtagclick,150510,null,null,1
20098,865d62ef1365c037,26509,609,null,1616069184126,KVtagclick,20098,24664,null,1
150510,863861058315038,8512,95,null,1616070944943,KVtagclick,150510,null,null,1
150510,27f74252c5f0406f,8512,95,null,1616025599147,KVtagclick,150510,150504,6131,1
6131,27f74252c5f0406f,8512,95,null,1616025159110,KVtagclick,150510,150504,6131,1
20098,22cfe71368058fc81f4cfcde1170350e706a49ed,26509,609,null,1615997998146,KVtagclick,20098,null,null,1
528,cc147db7f3a8308e47f12e202b24580e0ccee5d9,8512,96,null,1616032254340,KVtagclick,528,null,null,1
150504,27f74252c5f0406f,8512,95,null,1616024641812,KVtagclick,150510,150504,6131,1
155623,53b81739e33c9f01940b92d875881e667a40fad4,8512,96,null,1616039986630,KVtagclick,155623,null,null,1
44562,861608048186058,26509,609,null,1616079573068,KVtagclick,44562,null,null,1
86858,868958043429398,8512,95,null,1616045094483,KVtagclick,86858,null,null,1
155623,184e6156be637293,8512,96,null,1616048926447,KVtagclick,155623,null,null,1
150532,b70178acffe6bdd3,8512,95,null,1615515607932,KVtagclick,150532,null,null,1
5900,b2f24874c08e4c8d,8512,95,null,1615512647022,KVtagclick,5900,null,null,1
150522,7238263774adf7668dd42018b04fa91f06537abd,8512,95,null,1615551245673,KVtagclick,150522,null,null,1
150482,757b132c9dad8d31,8512,95,null,1615509516696,KVtagclick,150482,null,null,1
49798,7c8cf897e7ac5196,26510,156,null,1615524733711,KVtagclick,49798,null,null,1
150532,b850633ceea5a101,8512,95,null,1615496227884,KVtagclick,150532,null,null,1
155679,865959047431912,8512,95,null,1615511393155,KVtagclick,155679,150495,null,1
106888,869508043059932,8512,203,null,1615513066957,KVtagclick,106888,null,null,1
24486,21d7513b6e3fc147f93599f27ac61ad1b43f3736,8512,203,null,1615553021786,KVtagclick,24486,null,null,1
6131,353384099920127,8512,95,null,1615539016497,KVtagclick,6131,86858,5740,1
24750,1394d12cf6ad0eea90caadef40ae8c63e26f650c,8512,95,null,1615556820318,KVtagclick,24750,null,null,1
150505,9e748443eb5be891df6e1d09b8db8c5db756d013,8512,95,null,1615554890040,KVtagclick,150505,null,null,1
150495,865959047431912,8512,95,null,1615511373061,KVtagclick,155679,150495,null,1
155753,83b48a9936bec65f,8512,168,null,1615536300430,KVtagclick,155753,null,null,1
150532,66d7b6004f6d60685e2c3376f902d093aae85a50,8512,95,null,1615535515378,KVtagclick,150532,null,null,1
24664,864924046665473,26509,609,null,1615558828541,KVtagclick,24664,null,null,1
40323,f91be8132f2cbda9,26510,8444,null,1615769600788,KVtagclick,40323,null,null,1
41182,ab6e94d489889400,70124,246,null,1615777469330,KVtagclick,41182,null,null,1
28546,52a7591c82b29383,8703,128,null,1615783242024,KVtagclick,28546,null,null,1
3931,080abb0c499587f1,8512,8558,null,1615816752131,KVtagclick,3931,null,null,1
41177,864836041421670,70124,246,null,1615772398901,KVtagclick,41177,null,null,1
40749,d991adfc9cda1d01,8703,97,null,1615795544223,KVtagclick,40749,null,null,1
41182,08575e245ed8fd92,70124,246,null,1615784254773,KVtagclick,41182,null,null,1
155679,c9583727d59774b5,8512,95,null,1616021806826,KVtagclick,155679,null,null,1
155580,863515046790120,26509,609,null,1616069478774,KVtagclick,24443,25490,155580,1
41367,d189561abc8ba36d,26509,609,null,1616065935437,KVtagclick,41367,null,null,1
636,a0000092ea8ca9,8512,96,null,1616028268855,KVtagclick,146404,64393,636,1
24711,cab668827353353b62782d8bd3c7dee1524544dd,26509,609,null,1616044642345,KVtagclick,24711,null,null,1
25490,863515046790120,26509,609,null,1616069742460,KVtagclick,24443,25490,155580,1
155685,272d2fb27aafa099,8512,95,null,1616067065381,KVtagclick,155685,null,null,1
150510,3bbf14df18fd4e26335724deb9211b553fa7d571,8512,95,null,1616074150491,KVtagclick,150510,null,null,1
20098,b1d4bd5c62692787,26509,609,null,1616020441571,KVtagclick,20098,null,null,1
150510,864373031969781,8512,95,null,1616048161458,KVtagclick,150510,null,null,1
636,869166030154370,8512,96,null,1616049673140,KVtagclick,636,null,null,1
636,864371041293317,8512,96,null,1616046058629,KVtagclick,27747,636,null,1
27747,864371041293317,8512,96,null,1616046014785,KVtagclick,27747,636,null,1
150482,073ccdc264b8c3f4,8512,95,null,1616053716532,KVtagclick,150482,null,null,1
